text,Nama Paslon
"Pilihanku , anis , imin , yang amanah",Muhaimin Iskandar
Gak banyak kata&quot;tgl 14 COBLOS Anis Muhaimin Islander In sha Allah....,Muhaimin Iskandar
Kami inginkan PERUBAHAN ...   In Syaa Allah ...tetap no 1 AMIN .... ANIES-MUHAIMIN PEMIMPIN INDONESIA 2024,Muhaimin Iskandar
"Katong bergerak utk. Perubahan.<br>Semoga Allah Subhanahu wa Ta&#39;ala mebimbing&amp;melindungi Anies &amp; Muhaimin, untuk kelancaran niat baiknya memimpin Rakyat Indonesia menjadi yang lebih baik menuju masyarakat yang Adil&amp;Makmur. Aamin Allahumma Aamiin.ðŸ¤²ðŸ¤²",Muhaimin Iskandar
Anies Muhaimin RI 1 24 ðŸ’¯ðŸ‘ðŸ™,Muhaimin Iskandar
Bapak Anies dan bapak Muhaimin matap....pilihan ku tetap 01 AMIN menuju perubahan untuk rakyat â¤â¤â¤â¤ AMIN aja dulu..,Muhaimin Iskandar
"Terima kasih, pak Anies...<br>Pidato pembuka &amp; Penutup dari bapak, sungguh telah mewakili keprihatinan kami sebagai anak bangsa ini...<br><br>Saat ini Indonesia memang tidak sedang baikÂ² saja... Mayoritas rakyat disingkirkan &amp; dimiskinkan akibat Keserakahan, Kesombongan &amp; Ketidakpedulian segelintir orangÂ² rakus yang telah berbuat banyak sekali kezoliman &amp; merusak persatuan bangsa Indonesia...<br><br>Wahai saudaraÂ²ku sebangsa &amp; setanah air... Jangan biarkan pak Anies berjuang sendirian memperbaiki bangsa kita... Ayo kita bersatu padu memberikan sumbangsih semampunya...  Sesungguhnya yang kita butuhkan saat ini adalah Presiden &amp; wakil presiden Berhati mulia seperti pak Anies Baswedan &amp; pak Muhaimin Iskandar... yang kita yakini akan menggerakkan &amp; memotivasi kita semua membangun negara kita tercinta menuju negara yang adil, makmur &amp; sejahtera serta diridoi Tuhan YME...<br><br>Semoga Allah SWT meridoi ikhtiar kita semua... <br>Aamiin... ðŸ¤²ðŸ¤²",Muhaimin Iskandar
Eta jokowi seperti Rakyat tercekek dirasakan wlpun ada iming imingnya jika di resapi.,Muhaimin Iskandar
"bingung harus Pilih mana yakni Palon 1 (Anies-Muhaimin) dan Paslon 2 (Prabowo-Gibran) untuk Paslon 3 (mohon ma&#39;af saya tidak selera dan minat), Paslon 1 (Cerdas, tanggap dan aspiratif), Paslon 2 (Jujur). Semoga Allah memberi aku petunjuk pada Pemilu nanti.",Muhaimin Iskandar
Dulu garis keras 02 namun sekarang pindah haluan ke 01 karena visi misinya mewakili sekali..Abah Anis 01 in shaa Allah Next RI 1 bersama Cak Imin..AMIN..aamiin.,Muhaimin Iskandar
Ja Allohja Rob smg Pak Anis dan Gus Imin dpt perlindungan hidajah barokah Rochmat pertolongan jg dibukakan dr langit Alloh meredhoi jadi RI 1 amin,Muhaimin Iskandar
Respected full buat Calon Presiden 01 H.Anies Rasyid Baswedan dn Gus Muhaimin .<br>Tgl 14 Pebruari coblos 01.<br>Smg Alloh meridhoiNya....Aamiin3xðŸ¤²ðŸ¤²,Muhaimin Iskandar
"Kmi sebetulnya setuju klu pak prabowo jadi presiden, tapi kmi kasihan dgn kesehatan dan umur bpk yg sdh tua, 73 thn, ditambah lagi wakil bpk, si gibran byk yg kurang mgenai pengetahuan, pengalaman, dan kepemimpinan, krn yg kmi pilih bukan mimpin desa, tapi negara yg luas, ber macam2 suku dan beragam mslah yg dihadapi rakyat, blum lagi urusan internasional, utk itu kmi semua beralih memilih 01 anis muhaimin, demi indonesia yg lebih makmur, sejahtera dan adik utk semua.",Muhaimin Iskandar
Udah mantap pilih Anies Baswedan Muhaimin Iskandar.<br>Cerdas amanah berani religi santun gagah berwibawa.<br>Untuk dunia internasional dan PBB Anies Baswedan sudah terbukti di hargai dan di hormati.<br>Soekarno Soeharto SBY dan Anies Baswedan adalah gabungan ketiganya.,Muhaimin Iskandar
"ALHAMDULULLILAH GANTENG BANGET PAK ANIES, SEMOGA PAK ANIES DAN GUS MUHAIMIN MENANG , AAMIIN YAA ALLAAH",Muhaimin Iskandar
"Penyampaian gagasan misi visi nya mencerdaskan pemilih dan closing statement debat nya sangat mengharukan serta menyentuh hati.<br>Anies Baswedan is the best.. terbaik di antara 2 Capres baik lainnya.<br>secara pola pikir smart sekali, dlm penyampaian nya relevan mudah dipahami, religius dlm bertutur kata dan mengayomi seluruh masyarakat dlm kebhinekaan tanpa membedakan golongan ras suku maupun agama, serta terpenting penuh semangat untuk memimpin Indonesia menuju Perubahan.<br><br>Bismillah..<br>In syaa Allah 14 Februari 2024 Anies Baswedan dan Muhaimin Iskandar terpilih sebagai Presiden dan Wakil Presiden RI ke 8.<br>â¤ï¸ AMIN â¤ï¸â˜ðŸ»ðŸ†ðŸ¤ðŸ»",Muhaimin Iskandar
Merinding rakyat Indonesia mendengar kan gagasan dan misinya untuk perubahan Indonesia yang sejahtera adil untuk  rakyat Indonesia anies muhaimin RI 1 ðŸŽ‰ðŸŽ‰ðŸŽ‰â¤â¤â¤â˜â˜â˜,Muhaimin Iskandar
Alahh kau ini iminnn. IkutÂ² aja kau,Muhaimin Iskandar
"Bismillah , anies - imin",Muhaimin Iskandar
Saya pilih AMIN Anies Muhaimin 01,Muhaimin Iskandar
01 semoga sukses selalu maju  sehat selalu pak Anies dan pak amin maju terus semangat 01â¤,Muhaimin Iskandar
"Abah Anis dan cak Imin ternyata sesuatu buat negri ini,semoga amin ðŸ¤²â¤",Muhaimin Iskandar
"Lagi marak argumen &quot;pemilih 01 kebanyakan kalangan menengah ke atas secara intelektual&quot;. Kalau memang iya, justru kemungkinan besar 01 bakal kalah. Kenapa? Karena mayoritas penduduk indonesia itu jenjang pedidikannya menengah kebawah. Jadi justru paslon yg bisa menarik hati kalangan menengah ke bawah yg bakal menang. Itu satu. Selanjutnya, agak aneh bagi saya jika mereka yg memilih 01 mengklaim sebagai orang berpendidikan. Karena pertanyaanya, logika seperti apa yg lebih memilih anis dg wakil cak imin daripada  ganjar yg wakilnya pak mahfud? Masa pak mahfud di bawah cak imin? Aneh rasanya.,<br><br>Saya yakin mereka yg memilih 01 karena menganggap anis memiliki kualitas menjadi presiden pasti ada. Tapi menurut saya, sebagian besar mereka yg memilih 01 adalah karena tidak suka dg jokowi. Prabowo didukung jokowi, sementara ganjar diusung partai yg dulu ngusung jokowi dg ketum partainya yg kocak. Akhirnya siapa saja yg ada selain prabowo dan ganjar ya bakal dipilih. Bahkan kalau 01 itu anis dan komeng juga bakal dipilih.,,.<br><br>Oya, edit. Note: saya belum yakin mau pilih mana hahahaha.,.masing2 paslon ada hal yg harus dipikirkan matang2.",Muhaimin Iskandar
11111111111â¤anisssssssssâ¤muhaiminnnnnâ¤,Muhaimin Iskandar
"Kunpayakun  piihan ku no1â¤â¤â¤â¤ Bpa Anies Rasyid baswedan ,,bersama  Bpk  Muhaimin  iskandar",Muhaimin Iskandar
Makin yakin dan mantap untuk pilih 01 AnisMuhaiminâ˜ï¸,Muhaimin Iskandar
"Sebenarnya saya suka banget sama pak prabowo dari segi gagasan , intelektual, dan ketegasan . Saya sangat terharu pas prabowo banyak setuju dan sepemikiran dengan pak anies , apalagi pas pertanyaan tentang pendidik yg di lemparkan ke pak anies . Semoga pak prabowo sehat terus , amiiin . Namun saya hanya cerita kenapa saya agak condong ke pak anies dan pak muhaimin ,karena menurut saya ini salahsatu calon yg benar2 saling melengkapi satu sama lain , sama sama intelektual, lugas, dan berpengalaman dalam mengurus negara. Mohon maaf sebelumnya,<br>Ini hanya pendapat ,semua orang berhak memilih , semua orang berhak berpendapat , saya merasa pak prabowo di jadikan kendaraan atau sesuatu yang bisa menjadi salah satu kuncian bagi sebagian besar orang2 politikus di belakang sana , dan saya pun kirang setuju dengan paslon 2 karena wakil yang di angkat , sangat banyak kontroversi, . Namun semoga Alloh SWT yang menentukan pemimpin yang benar2 layak untuk memimpin negara ini amiiin , dan semoga prasangka saya juga blm tentu semua benar . Salam damai untuk kita semuaâ¤",Muhaimin Iskandar
bismillah semua karena allah anies muhaimin presiden dan wakil presiden,Muhaimin Iskandar
"Hidup Prabowo....Prabowo memang masih hidup...Prabowo , Calon Presiden kita...Hanya Calon...Tapi bukan Presiden kita...Yang menjadi Presiden kita adalah ABAH ANIES...Yang menjadi Wakil Presiden kita adalah CAK IMIN...PASLON NO.1 sudah harga mati...AMIN....",Muhaimin Iskandar
"<a href=""https://www.youtube.com/watch?v=XzrbmeuKg0U&amp;t=2018"">33:38</a> SALAH BESAR MENAIKKAM GAJI ASN BUKAN MENJADI TOLAK UKUR KINERJA PARA ASN KERJANYA BAKAL JD BAIK, KERJA BAIK BERASAL DARI MANUSIANYA ITU SENIDRI, BETAPA TINGGINYA IA INGIN MENGABDI PD NEGARA DAN MASYARAKATâ€¦. SUMPAH MIRIS BGT LIHAT PARA PEMIMPIN YG SEENAKNYA NAIKIN GAJI ORG2 YG GAJINYA SDH BESAR, ITU ASN GAJI UDAH GEDE WOI, BANYAK MASYARAKAYAT YG KESUSAHAN, KRIMINALITAS ADA YA KARENA EKONOMI!  SAYA SANGAT SETUJU DENGAN PAK ANIS, MASALAH NEGERI INI ADALAH KETIMPANGAN SOSIAL DAN KETIDAK ADILAN, LAHAN2 DIKUASAI SEGELINTIR ORG, GAJI YG TAK LAYAK, DLL, BISMILLAH PILIH AMIN, KARENA NOMER 3 SAYA SDH KECEWA DGN BU MEGA YG SUKA NGOLOK2 PAK JOKOWI, MAU PILIH 02 MENURUT SAYA PRABOWO KURANG KAPABILITASNYA DAN REKAM JEJAKNYA TDK BAIK DAN GA MASUK PEMIKIRANNYA DGN SAYA",Muhaimin Iskandar
kita dingatkan debat kali ini yang siap menerima mandat presiden dan wakil presiden yaitu anies dan muhaimin,Muhaimin Iskandar
"Program ksh makan itu maw sampai kapan? Rakyat itu butuh di cerdaskan, dan di kasih alat dan tempat utk mencari makan, bukan di luluhkan makanan,karena bisa mencari sendiri,,Karena rakyat kuat bukan org lumpuh, dan ingin berkembang,,program kurang masuk akal, nanti akan muncul anggaran besar dan TDK tepat sasaran dan akan menimbulkan korupsi besar besaran,,skrng rakyat SDH cerdas TDK maw di iming-imingi dgn Janji yg blm pasti. Salam akal sehat,,Merdeka!!!âœŠâœŠâœŠ",Muhaimin Iskandar
anis muhaimin akan membawa kita pada perubahanâ¤â¤â¤,Muhaimin Iskandar
anis muhaimin akan membawa kita pada perubahanâ¤â¤â¤,Muhaimin Iskandar
"Sebelum debat saya iwan settiawan memilih pak anis pak muhaimin,  setelah debat ya tetap memilih pak anis  muhaimin, aayo mau ikut komittmen saya,",Muhaimin Iskandar
Mari kita.perkuat dan bersatu utk mendukung paslon No. Urut. 01. Anies BW &amp; Muhaimin. Utk melakukan Perubahan tgl 14 Februari 2024. â˜ï¸â˜ï¸,Muhaimin Iskandar
Semoga Allah memberikan kemenangan pada p aneis dan Gus muhaimin Iskandar amin,Muhaimin Iskandar
Presiden = Anis<br>Wapres = Muhaimin <br>Menko marvels: prabowo<br>Menkopolhukam: Mahfudz<br>Menko PMK: ganjar<br><br>Gibran nanti aja dulu fokus jadi walikota habis tu gubernur habis tu baru Mentri habis tu wapres habis tu baru presiden,Muhaimin Iskandar
Benr bangeet bang setu 7 Anis muhaimin  menang Aamiin,Muhaimin Iskandar
PILIH AMIN ANIES MUHAIMIN,Muhaimin Iskandar
Sekeluarga coblos No 01 Anies Muhaimin Presiden RI 2024.2029,Muhaimin Iskandar
"Tolong pd Pemilu 2024 ini KPU, Bawaslu, dan MK bekerja dg adil, sesuai sumpah kpd Tuhan. Ingatlah semua akan diminta tgjwbnya di akherat. Jangan berlaku curang.",Muhaimin Iskandar
Bismilhi inshaallah pak  Anis Muhaimin menang amin,Muhaimin Iskandar
"Jujur saja deh ,didunia ini yg diperlukan ya makan dulu baru kerja,ga ada istilah kerja dulu baru makan,itu diskriminatif menurut saya,,,ga semua orang butuh internet gratis,cth di daerah pelosok ibu2/bpak2 disana ga semuanya punya HP/ laptop,,apalagi yg tinggal di perdesaan,itu saja sih...",Muhaimin Iskandar
Hhhh saya lihat 2(dua)PEMBOHONG anis imin keluar dr KANDANG.,Muhaimin Iskandar
Ya Allah berikanlah kemenangan untuk pak Anies dan Cak Imin untuk Indonesia lebih baik ðŸ¤²ðŸ˜‡,Muhaimin Iskandar
Gibran.. gibran songong bgt seolah meremehkan gus imin &amp; prof mahfud,Muhaimin Iskandar
Saya suka melihat BPK Muhaimin Iskandar menyampaikan visi dan misinya,Muhaimin Iskandar
paslon no 1 yg di utarakan bukan visi misi tp menjatuhkan paslon&quot; lain..etika nya dmn..wah cak imin.jujur mau nya sy dukung tp koq nyatanya gt..waduh-waduh,Muhaimin Iskandar
Muhaimin biasa&#39; pertanyaannya tidak terjawab.tiap debat begitu2 aja.di kembalikan lagi ke pak tom limbong,Muhaimin Iskandar
ketawa gw sama jawaban jawaban anis dan imin,Muhaimin Iskandar
WAJIB DI HUJAT SI IMIN,Muhaimin Iskandar
WOI CAK IMIN... NYADAR GA PETANI KESIKSA KARNA TIM LU SENDIRI KORUPSI ?? WKWKWK NGAKAK NODAT IMIN,Muhaimin Iskandar
"Cak Imin mengkritisi pertanian, rupanya tidak sadar bahwa menteri pertaniannya berasal dari Partai Nasdem, Partai pengusung AMIN",Muhaimin Iskandar
Bagus kau main titok saja cak imin. ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,Muhaimin Iskandar
Dia Muhaimin gak merasa bahwasanya dirinya korupsi maleng yg udah JELAS bukti di KPK yg nantinya PASTI di PENJARA bersama ANIES Bas Edan,Muhaimin Iskandar
"visi misi 1dan 3, apppaaaan tuhhhh, si imin mengkritik, si mahfud berdaquah, nggak jelas parah bangat",Muhaimin Iskandar
Cak imin baru mulai udh nyindir tanah kocak yh sirik,Muhaimin Iskandar
"Gibran, imin prettts, tidak akan jadi ,yg jadi tetep pak Ganjar Pranowo Mahfud MD",Muhaimin Iskandar
Anis Muhaimin ðŸ‡®ðŸ‡©â˜ï¸ðŸ‘,Muhaimin Iskandar
Anis Muhaimin ðŸ‡®ðŸ‡©â˜ï¸ðŸ‘,Muhaimin Iskandar
Muhaimin Iskandar ðŸ‡®ðŸ‡©ðŸ‘â˜ï¸,Muhaimin Iskandar
Cak imin lucu bgt nyanyi indonesia raya nyaðŸ˜‚,Muhaimin Iskandar
Tolong siapa yg bisa mengedit debat cawapres  gambar bergandengan muhaimin upin fropmahfud,Muhaimin Iskandar
Ilfeel ngeliat si imin ngmg,Muhaimin Iskandar
"gibran sok pinter....gaya gerak tubuh...menutupi kekurangannya,yg diomongin cm sesuai teori.<br>cak imin tenang santai...bukti lebih matang dlm berpikir.",Muhaimin Iskandar
Mimin ngomel MELULU Apa program nya dilakukan KEDEPAN min ðŸ«£ðŸ«£ðŸ«£ðŸ«£,Muhaimin Iskandar
"Lihat retorika Cak Imin, jadi inget retorika kampanye Jakarta: keberpihakan-keseriusan pemerintah, ternyata hasilnya Jakarta tambah ruwet, lem aibon, hilang pohon di monas, lebih bayar,(baca: markup yang ketahuan, kalo nggak ketahuan... hilang tuh dana, dan mana bukti pengembalian lebih bayarnya).  Begitulah kalau lebih pandai menata kata, kau belajar dari contoh yang terburuk. Hasilnya akankah jadi omdo belaka....?ðŸ¤£ðŸ˜‚",Muhaimin Iskandar
"Pertanyaanya adalah bagaimana paslon bisa menghadapi krisis pangan (dari susahnya tumbuh pertanian) jika ada perubahan iklim. jujur, bakal ngira jawabannya scientific, mengandung data2 perubahan iklim karena global warming dan dampaknya ke pertanian. memang sempat dibilang kekeringan sama Cak Imin, tetapi jawabannya mayoritas memperbaiki lahan, menggunakan pupuk, tetapi gaada vertical/indoor farming, teknologi2 canggih yang bisa menumbuhkan tanaman tanpa bergantung kepada iklim, dll.",Muhaimin Iskandar
wajah cak imin wajah tukang ngibul..omongan nya gak berkualitas..ðŸ˜‚,Muhaimin Iskandar
wajah cak imin wajah tukang ngibul..omongan nya gak berkualitas..ðŸ˜‚,Muhaimin Iskandar
wajah cak imin wajah tukang ngibul..omongan nya gak berkualitas..ðŸ˜‚,Muhaimin Iskandar
Tetap R1. 01 anies &amp; cak imin 1 puteran 100%,Muhaimin Iskandar
Pk muhaimin dana desa 5m ðŸ˜ðŸ˜ðŸ˜nyampe kerakyat nyah ituh paling cuma tambal jalan doang bukan jalan coran bas mi pkmuahimin lurah lurah brengsek yang suka bobol uang lingkungan,Muhaimin Iskandar
"Jangan sembunyi  kata etika yang di maksud pa muhaiminðŸ˜‚ðŸ˜‚, apa karena pa Gibran kurang sopan dengan orang tua???ðŸ˜‚",Muhaimin Iskandar
"siapa menkopolhukam nya ya ? lucu ya pak mahfud.  Cak imin kembar dengan anis si...narasi ,narasi tidak spesifik.... harus objektif gibran menguasai debat ini,,spesifik,,dan mengerti realitas",Muhaimin Iskandar
"Buah planga plongo songong, manggil nama saja sama pak muhaimin, padahal usianya jauh! Maish sopan bpk mahfud, selaku pakai kata bpk ke pada bpk muhaimin.",Muhaimin Iskandar
"visi misi cak imin sllu aja diselipin sama kritikan pemerintahan sebelumnyaaa.. beda sama gibran, inti visi misinya ngasih solusi kedepannya",Muhaimin Iskandar
salfok sama cak Imin di awal2 nyanyi nganga nya lebar bener yaðŸ˜‚ðŸ˜‚ðŸ˜‚,Muhaimin Iskandar
"Bismillah Anies, Muhaimin ðŸ¤",Muhaimin Iskandar
ngomong apa muhaimin..? jelas reklamasi impestor asing.,Muhaimin Iskandar
tidak ada yg baru dari cak imin. Semuanya klise,Muhaimin Iskandar
"Cak imin udah paling dungu...<br>Suka terban fitnah,<br>Yg d omong banyak hoaknyaa,,<br>Cak imin cak imin,,<br>Terlalu jdi sengkuni,",Muhaimin Iskandar
"Keliatan bangat cak imin paling dungu,,",Muhaimin Iskandar
Betol pak muaimin,Muhaimin Iskandar
Bpk. Ganjar- prof.mahfud ketua partai politik nya yang kurang bagus.<br>Bpk. Prabowo - mas Gibran<br>Mas Gibran nya yang terlalu dini dan masih ingin keras meneruskan program-program ayah handanya.<br>Bpk. anis - Gus Muhaimin<br>Terlalu banyak bukti bisa ngomong tapi gabisa kerja contoh pada masa jadi gubernur DKI sering kemakan omongannya sendiri,Muhaimin Iskandar
"Cak imin omong etika,,,ingat saat debat capres menjatuhkan capres no ,,2<br>Cak imin prof mahmud ,,,siapa yg gak beetika ðŸ˜‚ðŸ˜‚ðŸ˜‚",Muhaimin Iskandar
"Istilah yang digunakan Gibran itu istilah yang populer dan Gibranpun bukan menanyakan arti atau singkatan, tetapi dia menanyakan SIKAP dari cawapres 01 dan 03 tentang hal yang dimaksud. Sayangnya 01 dan 03 ternyata tidak tahu tentang FLP dan Greenflation. Cakimin menganggap FLP adalah tebak-tebakan singkatan sementara pak Mahfud menganggap isu Greenflation adalah pertanyaan receh. Padaha ldua hal yang dimaksud Gibran memerlukan penyikapan dan perhatian yang serius dan menjadi masalah urgent di dunia saat ini.",Muhaimin Iskandar
dari awal imin nyenggol duluan giliran di ulti ngambek ðŸ˜‚,Muhaimin Iskandar
"Siapapun yang berjanji harus ditepati karena nanti semua akan diminta pertanggungjawaban oleh Allah SWT. Jangan mudah berucap, hati2 dengan kata2",Muhaimin Iskandar
"Suwaid bin Gaflah mengisahkan: <br>Hari itu semua masyarakat baru saja memberikan baiatnya kepada Imam Ali bin Abi Thalib as, dan aku melihat beliau sedang duduk di atas tikar kecil, satu-satunya alas yang ada di rumahnya. <br>Aku katakan kepada beliau, <br>&quot;Wahai Imam, Baitul Mal Muslimin ada di tanganmu, mengapa Anda tidak membeli permadani untuk rumah Anda ini?&quot; <br>Imam Ali bin Abi Thalib as berkata,<br>&quot;Wahai Suwaid, seorang musafir tidak akan membeli banyak barang untuk mengisi penginapan yang tidak lama lagi akan ia tinggalkan. Kita tidak akan lama lagi akan meninggalkan dunia fana ini, mengapa kita harus hamparkan permadani-permadani yang mahal?&quot;",Muhaimin Iskandar
"Siap Menangkan Bpk Anies Dan Muhaimin Iskandar, AminðŸ¤—ðŸ˜‡",Muhaimin Iskandar
"Awas Rakyat Indonesia Jangan Pilih Capres &amp; Cawapres Koruptor Yang Di Dukung Kaum Intoleran<br><br>Daftar Korupsi Anis Baswedan &amp; Muhaimin Iskandar Yang Tidak Berani di Tindak Oleh KPK<br><br>DAFTAR KORUPSI ANIES BASWEDAN :<br>-. Korupsi Overbudgeting Guru 23,3 Triliun<br>-. Korupsi pameran buku frankfurt 146 M<br>-. Korupsi Bansos Covid 2,85 Triliun<br>-. Korupsi Formula E 560 M<br>-. Korupsi Proyek Transjakarta Rp 415 miliar<br>-. Korupsi Damkar Rp6,5 miliar<br>-. Korupsi anggaran jalur sepeda Rp28 miliar<br>-. Korupsi Trotoar 1,2 Triliun hrsnya cm 75 M<br>-. Korupsi Gundulin Monas 115 M<br>-. Korupsi Sumur Resapan 120 M<br>-. Korupsi Toak 4 M<br>-. Korupsi Laptop 128 M<br>-. Korupsi Pena 635 M<br>-. Korupsi Kertas 213 M<br>-. Korupsi Rumah Dp 0% 219 M<br>-. Korupsi Lahan di munjul 152 M<br>-. Dll<br><br>DAFTAR KORUPSI MUHAIMIN ISKANDAR<br>-. Korupsi Skandal Kardus Durian<br>Korupsi proyek Program Percepatan Pembangunan Infrastruktur Daerah Transmigrasi (PPIDT) di Kementerian Tenaga Kerja dan Transmigrasi (Kemenakertrans).<br><br>CEK DI GOOGLE &amp; SUMBER BERITA NASIONAL YG DIPERCAYA DATA KORUPSI ANGGARAN DI ATAS VALID 100%, SI ANIS BASWEDAN SUDAH BANYAK DILAPORKAN KORUPSI OLEH BERBAGAI PIHAK TAPI KPK MSH TAKUT TANGKAP ANIS BASWEDAN KRN SI ANIES DI LINDUNGI OLEH MANTAN PEJABAT KPK SPT NOVEL BASWEDAN, BAMBANG W, DLL.",Muhaimin Iskandar
saya dukung pak amin,Muhaimin Iskandar
No 1 tdk ada yang lain untuk perubahan Indonesia yang iman aman imun Imin amiin ðŸ‘,Muhaimin Iskandar
"Anis &amp; Muhaimin hendaknya focus hanya kepada 3 janji masalah besar saja yakni, keadilan,kemakmuran..dan persatuan jgn bnyak janji yg akn menjadi bumerang nantinya..kerena janji seringan/ sekecil apapun akan ditagih oleh orang yg TDK sejalan dgn kalian .berhati hatilah ..jgn bnyak janji kampanye....",Muhaimin Iskandar
Alhamdulillaah banyak yang pemikirannya cerdas banyak yang pilih aniss mari kitaa bangun perubahan indonesia ....<br>AMIN ANIS MUHAIMIN SEMOGA KELAK MENJADI PEMIMPIN BANGSA INDONESIA AMINNN,Muhaimin Iskandar
"pak anis  dan pak amin ,,semoga TUHAN YG MAHA KUASA MERESTUI...AMIN",Muhaimin Iskandar
Pk Anies cak imin...Aamiin ðŸ¤²ðŸ¤²ðŸ¤²,Muhaimin Iskandar
"Amin, anis dan muhaimin, selalu punya sulosi setiap permsalahan, kita butuh pemimpin seperti mereka, ayo perubahan",Muhaimin Iskandar
Tetap Semangat Pak Anies &amp; Muhaimin Iskandar ..walaupun Banyak Blunderan dari Orang2 yang Tidak bisa Membaca Peta Politik Indonesia Saat Ini .Apa pun Skanario Para Pemimpin sekarang Mau memenagkan salah satu Paslon <br>Skenario Allah Lebih Hebat <br>Percayalah .AamiiN 99x,Muhaimin Iskandar
"PENEGAKAN HUKUM JANGAN HANYA TAJAM KEBAWAH TUMPUL KEATAS.<br>OLEH PK ANIES RB- CAK MUHAIMIN (AMIN), UNTK  HUKUM AKN ADA LAYANAN MASYARAKAT DIBUAT HOT LINE PARIS (PENGACARA GRATIS).<br>ETIKA MEMANG HARUS DIUTAMAKAN JGN ADA GENERASI MULENIA YG GK PUNYA ETIKA YG MENGALAHKAN ORG2 SENIOR PUNYA PENDIDIKAN DAN PENGALAMAN DIPARTAINYA JDI DUNGU.<br>BRAVO PK ANIES RB- CAK MUHAIMIN (AMIN). SMG TUHAN RIDHO JADI PEESIDEN 2024ðŸ‘â˜ï¸.",Muhaimin Iskandar
AMIN ( anis muhaimin),Muhaimin Iskandar
yang menginginkan perubahan lebih baik pilih Anies Imin Amiin<br>WAKANDA NO MORE<br>INDONESIA FOREVER!,Muhaimin Iskandar
No. 1 terlalu diskriminatif ke no. 2,Muhaimin Iskandar
Kok slalu bw abrinya dan bggkan dirinya...<br>Perjuangan apa kok miliuner<br>Slalu sok taruhan mati<br>Hdpnya tersiksa aplg matinya<br><br>Ngomongnya kmana aja<br>Ngoming ga sadar<br>Beras naik utang tmbh megemen apa<br>Jendral ludruk ngiming laibn dg topik n blakrak,Muhaimin Iskandar
"pak Anis apa yg di rubah kebijakan pak Jokowi sudah baik tingal menambah supaya lebih baik lagi,kalau merubah kebijakan pak Jokowi untuk melarang expor bahan mentah kalau di rubah otomatis exspor bahan mentah di buka lagi,para koruptor di bebaskan lagi,,jangan rakyat di iming iming dgn impian yg indah dan ahir nya nanti tidak di tepati,politik ini kalau tidak berani PHP tidak di lirik rakyat,nama nya juga politik siap yg tidak jeli pasti terbuai",Muhaimin Iskandar
Hidupp Pak Anis dan Pak Aminâ¤â¤â¤â¤,Muhaimin Iskandar
Bismilah Pak Anis dan Pak Amin menjadi RI 1 dan RI 2 atas dukungan Masyarakat indonesia yg iklas dan atas ijin allah swt sy pilih pak Anis Cs Mana dukungan Pak Anis dan Pak Amiinâ¤â¤â¤â¤â¤â¤,Muhaimin Iskandar
Pak anies dan cak imin aamiin yaallah...,Muhaimin Iskandar
kasian pak anies diserang pendukung paslon lain.  anies imin untuk Indonesia 2024 Amin. ketik 1 untuk Aminn,Muhaimin Iskandar
Pilihanku tetap pak Anies Muhaimin Amiiin ya robbal alamiiin ðŸ¤²ðŸ¤²ðŸ¤²,Muhaimin Iskandar
Aku mau pilih anies muaimin aja AminnðŸ‘ðŸ‘,Muhaimin Iskandar
Dan juga tolong kalo kita lapor polisi atas kehilangan kendaraan atau barang tolong diatasi secepat mungkin tanpa harus diminta sejumlah uang yg nilainya lbh besar dari harga barang yg hilang,Muhaimin Iskandar
"Benarkah cak imin dan anis ini orang hamil mendapat santunan 6juta per bulan,dan yang punya motor gratis bbm.soalnya istriku bentar lagi hamil.dimana ngurus bantuan  6 juta itu cak imin.yang sesuai pas kowar kowar waktu kampanye.",Muhaimin Iskandar
"Saya tetap pilih capres yg tidak diskriminatif dan bhineka tunggal Ika tanpa memandang Suku , Ras , Maupun Agama",Muhaimin Iskandar
Gk usah bnyak debat itu lambang negara garuda minta padanya ruang kehidupan untuk kemakmuran negri hebat Kalau dia ada palingn saya juga dan naga yg dirayunya dan  dimintainya niat nait dan  zat zat mengajak berolaborazi bersenergi lah padahal diam diam mengkelo diriku untuk aku tidak pernah dianggab di indonesia.. andai simbol kekuatan negara kita adlh tuhan pasti lebih jelas koneksinya pasti lebih ke hal yg jelas dan terpercaya.,Muhaimin Iskandar
"entah kenapa gue pro ke anis, gak tau kenapa dibanding yg lain, walaupun gue gak sehati sama cak imin, ya intinya anis blunder pilih cawapres sih.<br>kalo sama ganjar, gue gak percaya dia bakal punya power, pasti kalah power sama bu ketum, yg ada malah di setir dan terbuktikan, orangnya anti kritik (belajar dari roastingnya kiki). kalo prabowo, jujur gue dulu pilih beliau, tapi pas udah gak jadi oposisi, trust gue ilang. terlepas dia cintai NKRI atau apalah tapi menurut gue lebih gahar kalo jadi oposisi.<br>ini opini gue aja ya",Muhaimin Iskandar
"Kalo pk Anies, cak Imin, pk Mahfud pantes banget di panggill HAJI, yg laen wallahualam, ANDA PERCAYA ???",Muhaimin Iskandar
